"","NLM__n1","NLM__n2","NLM__n3","NLM__n4","NLM__n5","NLM__n6"
"476",1,199.5,0.0133389579132199,0,29433.33984375,32831.828125
"477",1,408.057891845703,0.0611177086830139,0,29468.50390625,32936.53125
"478",1,241.830520629883,0.0262302588671446,0,28783.828125,33379.6328125
"479",1,333.583953857422,0.017628438770771,0,28680.12109375,33525.40234375
"480",1,201.525436401367,0.029640780761838,0,28576.861328125,33671.23828125
"481",1,199.5,0.0324072316288948,0,28564.365234375,33669.41796875
"482",1,403.050872802734,0.05170813575387,0,29903.9296875,32890.3828125
"483",1,405.061096191406,0.0361432172358036,0,29896.623046875,33059.23828125
"484",1,657.973571777344,0.0303424801677465,0,30131.994140625,32635.23828125
"485",1,427.5,0.0224114935845137,0,30525.748046875,32110.408203125
"486",1,57,0.0331006236374378,0,30961.71875,31560.259765625
"487",1,85.5,0.0452576763927937,0,30974.138671875,31563.078125
"488",2,102.758209228516,0.0319073088467121,0,32080.734375,30800.484375
"489",1,632.802673339844,0.0181828048080206,0,34651.23046875,29226.62109375
"490",1,741.5478515625,0.0417096205055714,0,35227.77734375,29330.390625
"491",1,102.758209228516,0.0654381886124611,0,36811.453125,28000.6953125
"492",1,90.1249160766602,0.068328857421875,0,36718.0234375,27991.150390625
"493",1,90.1249160766602,0.068328857421875,0,36718.0234375,27991.150390625
"494",1,28.5,0.0512523725628853,0,36711.68359375,27864.853515625
"495",0,142.5,0.0409925691783428,0,36900.1171875,27925.724609375
"496",1,161.220352172852,0.0473174080252647,0,36847.72265625,27938.21484375
